col1,col2,col3,col4,col5,col6,col7
0.665969800013899,0.45414994533799646,0.875434345121422,0.8092786278365871,0.1592573485377372,0.7856041146142682,0.5967303717723773
0.27314369168457886,0.3091698969349824,0.9135656653503049,0.504571702558478,0.9239384781922427,0.8278608545329705,0.33300201784794425
0.5957313185874981,0.5019017439309962,0.6672053896701684,0.09322022296989863,0.17183703490167512,0.24026591936938624,0.9637179903700931
0.446255519285246,0.9531563915839293,0.5469411821439156,0.8224167693743925,0.22105910662142203,0.6329133242462633,0.7885639655083678
0.8722451752130964,0.1830670472931044,0.47296431829532815,0.5525934723207824,0.25800815117851716,0.7964232702903291,0.5057757392877097
0.44071816601707303,0.2284714043217787,0.1222337980548932,0.13579925953234107,0.4936483154976886,0.8092575209516751,0.8484354146386582
0.09510747959096388,0.7411853932035807,0.3540142111278787,0.19999836558197037,0.9834054379934386,0.5981007562862763,0.0356742396522407
0.5875860357004266,0.7594749271448614,0.4913466641883767,0.26912840213707856,0.8749657700819546,0.9904264293337954,0.6904449186230242
0.38249417119695805,0.7729956996543281,0.7102192445162062,0.24222924229401221,0.6067900972189683,0.8287421775476069,0.4662594722370592
0.11337206459478866,0.6278332789812462,0.3687606357925374,0.8612295976641545,0.7033548810367697,0.029910356556334006,0.22612718123012876
0.5089229653085563,0.7910423606194941,0.7360640975227442,0.38575751592341856,0.7806204730949317,0.8118123653582724,0.5533853447536484
0.6860962935225966,0.1683686169843347,0.37434636541867305,0.41861632187168374,0.4607848320859049,0.5774453484010964,0.1611782382493112
0.312544821107548,0.5998799126275343,0.8681703531523877,0.10299762541083901,0.5164214616355994,0.3830439825736065,0.378573674266362
0.3760363423864297,0.03552505577036991,0.36473277065710197,0.803445688420473,0.5600958920910895,0.6234155567885309,0.2014130710828962
0.6967216776502281,0.593066043854145,0.13245155987420043,0.44531582183788243,0.5412721432331934,0.11677007704812137,0.08799711131632171
0.14725555686723024,0.03142629755328874,0.0031342202551205567,0.5329259913211183,0.7900224067749261,0.7606680798891012,0.4837746825219633
0.9756199910037838,0.6254065656544365,0.5834943690871495,0.07819622405694515,0.7941526728656138,0.45577139841184033,0.4893171948699324
0.8316614667285259,0.049968857940016154,0.4048706021951217,0.6750086782290513,0.9797547906170676,0.28129167709930336,0.4793899329429743
0.2499274534734116,0.42052972925922816,0.627303883042742,0.538774616087977,0.2677767747139612,0.3170752525054965,0.895370996565195
0.8434271145516705,0.4448867912552845,0.157161393706425,0.2952664983805745,0.34922147558531147,0.14376297176547093,0.37018541715766573
0.8026710651900679,0.9021005113303383,0.4129055244653629,0.3827176339874516,0.06619521669632111,0.09948833230320298,0.3162694304214284
0.46455429887762123,0.5488030274624809,0.5151938981420194,0.2684894122814907,0.12549011172621838,0.5156230361471519,0.19966785611538307
0.8509635491566397,0.1274423696023267,0.14135792710377393,0.7132207463193126,0.2448729403430291,0.7827968130348538,0.4875483389240143
0.5429225831644237,0.49383594618029514,0.5938030476554051,0.5516612414339653,0.5548646925776237,0.8370409100418141,0.6874919288931933
0.2971679037289011,0.03733902696656066,0.6022821499261073,0.05556198618555819,0.6145324460550491,0.9546312403188447,0.7716604234526152
0.40348749839545506,0.8903978566593236,0.8973712837399547,0.12521706517062803,0.6386336091030965,0.2963236725265156,0.491978995849916
0.6823716711516964,0.36139067949390513,0.793942390758558,0.3500028763195273,0.32022136623306363,0.17775303361047812,0.9103766328039177
0.2630944051443739,0.1677580305086579,0.6478898305479142,0.024104660787818255,0.445692600022752,0.9764466872553724,0.7035175678887015
0.5788104999442132,0.9817202699269731,0.7283636652908018,0.9841355847045945,0.4616927443273955,0.9572679827610924,0.734456395689362
0.525762917091548,0.9356550309562784,0.5484699470208808,0.13106646040214942,0.6763000237278853,0.3594071641307911,0.11171433480936988
0.868160840692563,0.7156926458980045,0.056174974049015836,0.3225451776879562,0.35152783662559106,0.9378818421261256,0.6427752765414095
0.6061047283527591,0.963700762824626,0.36424192092039076,0.03715427887984191,0.5528200035197536,0.6596894165034812,0.550394231727224
0.3987098118367449,0.7295471688358035,0.8164350723983861,0.6416635998103991,0.33604275742774703,0.06417836375160157,0.3654573278868428
0.11398163844618592,0.14479988057528648,0.7990803191050456,0.9208278242083938,0.2539122770673993,0.6405937223743803,0.029985104383129735
0.6487798962227093,0.9437812848357475,0.4635156383542879,0.4212915385913977,0.37728960490748376,0.7413378982223491,0.4587643841355096
0.8597849752218301,0.30535761734750433,0.861505234755822,0.8878292939223117,0.9279866601546015,0.598876793455096,0.8071488199639995
0.5753395720274147,0.7041240082471689,0.7425017334831099,0.41443935374210294,0.3932926229940279,0.550240739916442,0.9966237993441812
0.9223971322040871,0.22739483412765027,0.9981636828948651,0.17914932666369643,0.852597671979296,0.10689999789380344,0.16349887822697273
0.9127429739031651,0.15628736705860813,0.0830858873869379,0.20994028743300897,0.2625890777433967,0.1537700309415303,0.763932085963457
0.6319634614631096,0.9370855665172994,0.7907305385943335,0.43050026335208136,0.8546782849837684,0.1659847221083286,0.26239011428260406
0.949335998695442,0.8272495660900733,0.6604657846246994,0.7084247880057446,0.8852104204700073,0.10526708506463534,0.18954525000053102
0.97625726731011,0.07040724365134476,0.035827109442049476,0.121782733375699,0.16506058505723165,0.8414824771261211,0.8079099087658955
0.5345200966866634,0.9128532514001295,0.10755476437126221,0.18006612704262492,0.2436253383163035,0.028885338084273515,0.6545660992744585
0.3028214021498641,0.6356320743932168,0.6623495936815063,0.45234840083335726,0.2799091374525642,0.9658353529898362,0.88235207762479
0.8396871530802271,0.6796458215481009,0.681881335906326,0.9761516199801034,0.801130480654485,0.5182939744905791,0.9515361287353084
0.3914623940007771,0.4342648167873444,0.2871958586445692,0.3688486650814369,0.6121308380612402,0.6222926237201665,0.6560868651325883
0.7680144133658973,0.041746577680366714,0.42560216463584555,0.42827588483565837,0.6220950185662864,0.4705189986341053,0.7398731542703502
0.206378304260893,0.9422313194582409,0.8917460992936862,0.47088662538468273,0.971551071558257,0.05737399495636364,0.20198265645262292
0.7077659763275554,0.27378664427519717,0.5330938185371006,0.8226065521136345,0.5698393517091358,0.3914911132304689,0.03476055121370092
0.6942633964314215,0.6562619878303,0.6074352407374422,0.3464780299009781,0.1199050263881829,0.07390782454964273,0.675921471459624
0.2808121079031811,0.26195810689476706,0.18888440799663275,0.7993639399437024,0.29825433843528903,0.36458886381145617,0.7514796443519691
0.8193786218084622,0.07416991209070245,0.9198404526697261,0.005099434629705746,0.9004594344765211,0.541417126143979,0.18119687689818875
0.6126853384476215,0.29401403144406524,0.7660531148473483,0.2561729350033535,0.7610788436873888,0.9533983569636427,0.8419357753916191
0.17489771824025235,0.8739431341179696,0.8064763768748177,0.4743289615388028,0.2570650069330257,0.9353821783146282,0.17482117696416688
0.002535723139447388,0.08340982679397668,0.5541479728511562,0.3712260007677799,0.7506785788213289,0.8126366651237324,0.26045715109106493
0.3327591064215524,0.7053322319753504,0.9955676470570612,0.0746954206022814,0.7364243305168408,0.8470550186151955,0.32784218021013134
0.6506739522401749,0.971921712481084,0.92990116596808,0.08246952563303078,0.503258268000933,0.8757542853169143,0.11693984439621263
0.9067130360735458,0.033409788153998754,0.8605855792613055,0.19510075130584603,0.7539935489496302,0.8611476644068337,0.22568928319025605
0.14814009936278705,0.8014437494548141,0.3148219617653599,0.42211938193261755,0.6496971263071939,0.7419311007814801,0.6981036185301663
0.8133952106714338,0.7571085554490743,0.851901331300614,0.6481583036144607,0.3948088701612932,0.1673293327412686,0.625833615998199
0.13059123168560527,0.2671067048112211,0.8843006349930105,0.6546738531610055,0.41612265773674384,0.865606561713778,0.5314904357059956
0.3593581558537716,0.21645292066327193,0.27464367844942816,0.9012251659762363,0.3025788704447908,0.9563101317342475,0.17894115161967916
0.9016529371968492,0.20944989508684742,0.09929538703026108,0.31649441306554793,0.3705126089838142,0.4942725781326348,0.44755834072752776
0.04442057661179033,0.1796436382520239,0.5560482942683854,0.2680910331436862,0.29358423203764517,0.4922307565763875,0.44737533135993846
0.5902263129096966,0.3846658363319959,0.5459965915118248,0.44522789900224413,0.3204029786380278,0.8080243318092203,0.23559910867744394
0.7897037159012271,0.5264058151836104,0.8200825696063067,0.355174656919678,0.2546776768925507,0.015341451260805328,0.688904775428003
0.2405005792893451,0.5650329574787316,0.4060897455669925,0.19861131781630015,0.7740894525974371,0.0766581338691561,0.7838204119151215
