col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
0.8270733919601977,0.09375611599226885,0.8263847117135709,0.25407357980642664,0.5109030328093919,0.5058660674837201,0.9390198710972716,0.4709877426823801,0.29358248408291876,0.24993439244542315,0.19382869496572064,0.8608097756568083,0.6674385987905775,0.8863527043853628
0.6253720870819683,0.7162370753301301,0.03996473673579626,0.7781983377773206,0.4857589496758019,0.7632168610495901,0.6754524249217251,0.7426330480840722,0.34164909199233706,0.4675363777235668,0.4499710069781294,0.7797760191912174,0.7775218866267349,0.236794686656276
0.28968225416731797,0.5167022560355159,0.5610556325476777,0.4676687672532147,0.5228772439357751,0.9728380647630642,0.10789421556186551,0.11159519356159753,0.5806417433029181,0.7747601211271723,0.9776674214499519,0.018929711222837486,0.8175869828388305,0.314962013481104
0.7167335310081716,0.0423221101929353,0.3989641459025972,0.9744321870027964,0.36210539762808713,0.8932281252641798,0.22597362334495186,0.3024700821086933,0.8537416401221458,0.8137334648178562,0.9419104646937027,0.964126766395753,0.9383373176758636,0.5314315471565814
0.12108938553804127,0.4653374622223092,0.7366247697942677,0.9560007564040953,0.27027821171326893,0.5970152207648557,0.62783181593202,0.5189481035884321,0.1773080639786544,0.4614128458744584,0.07766699028101798,0.6720384330507955,0.5197434263063081,0.0001660247489172484
0.23174293018145808,0.9647198422928778,0.41769084620548325,0.9587760707486613,0.05575786001177574,0.6596395693663748,0.23122556635288827,0.773838909359962,0.585966996340027,0.22872755897124075,0.9461037793049644,0.11954169377597179,0.37124973962435937,0.6741907161877863
0.8789738824654225,0.7931049677612934,0.5160624917203934,0.42066692798190364,0.9165122218658455,0.5696320461727242,0.9559688833620554,0.4754869389355587,0.15411091175848046,0.9731064872636612,0.03780220298572845,0.23311527974789492,0.5566548152701062,0.8972843140427708
0.8529245196040203,0.914735190250344,0.014912526649693447,0.2951499449291637,0.3813377221672374,0.9852055652271018,0.3870985861509605,0.5091900519846208,0.7710527296234578,0.8567855932174538,0.727861612178154,0.11616633614400673,0.6015789888652785,0.2996104978099926
0.5947575399550568,0.7367921196296169,0.022206245939999314,0.1454115826836141,0.8971027098291253,0.796768746650127,0.877460808300578,0.5359037313102263,0.7192127567575989,0.714226001025607,0.796855316113022,0.09691295766341035,0.5005482438392923,0.0948008729553933
0.49590148576408044,0.2802949013670547,0.7795177430276681,0.46066602106651344,0.09397315754097957,0.2888628157511062,0.08871250327725011,0.599344755124971,0.10518911440233902,0.12317591898875768,0.5654033643926695,0.2157282179433908,0.7859918350051645,0.8394044662068366
0.638582720074447,0.6205379674331736,0.787708889481884,0.5989748691685092,0.09912503814241469,0.9331870639921026,0.5822612213015267,0.7922711514979173,0.16667202354525557,0.29611147939907545,0.5984668267900046,0.24463974394512067,0.8780253016320678,0.755107065347036
0.5781599929698791,0.9224461330569294,0.9846377621194674,0.12486404873773183,0.7165639091185918,0.5330739585964871,0.22366820853184388,0.900679397870973,0.26782384768421486,0.5888253398378509,0.5382123462170071,0.2545432248716375,0.5601114820556331,0.2666714505592094
0.8044653130562367,0.870706562905246,0.7095719004897982,0.3983271895291369,0.9013284455887745,0.4421119020401204,0.7511739568304592,0.13236369240386814,0.8752754761579433,0.7159115808093839,0.8259689852303808,0.506753357855047,0.7774832490199655,0.16800561108414247
0.45625324590967364,0.354512300365074,0.40221248181915803,0.16247867500794178,0.26763077024942195,0.30085878668473964,0.887773683114097,0.18094196593813894,0.15939655436102307,0.31438937197018046,0.21345730238860494,0.6130674632491687,0.5383447033153357,0.14539127921340989
0.25997610748338496,0.8462700653267663,0.20761099201714572,0.46614581488398,0.6672626484422903,0.8733400389425502,0.15511371922482542,0.1582547350690987,0.043010877080711496,0.08502548788804587,0.1571762166866728,0.8443272370749347,0.8573772672754519,0.8203531382164401
0.5672541628735713,0.5720970792284447,0.10382252349232868,0.5800429441400063,0.004655316423454403,0.8778032741750045,0.6690878072584235,0.7751459737998027,0.7064369366295955,0.6529121626186287,0.09632088728481247,0.13042212547344112,0.548735940021317,0.8205597058079461
0.6900120332742745,0.3179856003291285,0.536432223141181,0.37882343952635766,0.8525254456558984,0.9861195867407047,0.28060456907994324,0.4076714528422144,0.8950835936089299,0.8224302924303041,0.04061937737519161,0.8592995174688802,0.04987748750852827,0.2143221508610429
0.23670735455200453,0.4619609318466853,0.5259631092301809,0.4393523544464487,0.4394715137622802,0.050825930227355376,0.15283605751930063,0.4471220210034694,0.44801604518670235,0.4374541451838093,0.23909104434082784,0.25186335749814404,0.1942400121801927,0.7174566813236651
0.0686542684816066,0.24245097826057926,0.5701854047678043,0.6796076640240106,0.9411971297187993,0.24589476472836413,0.15950826763456638,0.1454915076593195,0.3956923608958174,0.45573072832879313,0.17147027293854267,0.890830448677266,0.9449090869072388,0.3892236448413273
0.16499548979689393,0.6447189170042308,0.7433064514650329,0.20538169324122058,0.17695062353385127,0.7046885511825132,0.5664454412681872,0.5167756820882659,0.5309429584392958,0.5824563960137145,0.9506287907958934,0.17989968803251133,0.41110892993241277,0.23214609290613109
0.833659305990418,0.9311880928801559,0.6590512999202482,0.027876448600588244,0.880936618299005,0.9212133058160664,0.6897517289968647,0.9652888705317407,0.7259994757602147,0.056574043046118905,0.5261464775591265,0.6759578437880119,0.9919469834902307,0.16462451237194953
0.4180388935362851,0.9575050019034803,0.016224855620697753,0.6266194650208445,0.7570304973205173,0.5635429769619598,0.5243164452340863,0.38154190189983284,0.9148034026173013,0.2964228331122164,0.1050999315671971,0.9595754442762034,0.6909340570054415,0.7048365475370586
0.83300266079199,0.835344205233133,0.32606630092879896,0.3301374377689782,0.032807616092249914,0.8252143305775625,0.9190633464424743,0.24214668036350295,0.5907567253488332,0.892281096881375,0.7409668060337186,0.296035787461125,0.23449466229374427,0.3392139998031499
0.2768727649697348,0.3726717394605725,0.38921177974510623,0.8071466735984542,0.4878452475872255,0.8359315285650935,0.2311054729837737,0.31308143251597764,0.9346013987954155,0.699208679767488,0.23560344545248857,0.9473006549912905,0.3190296879908139,0.814137388783213
0.45174807708995934,0.5350181831342986,0.31391260853694625,0.21080854313860176,0.6215347792667665,0.3278312790567254,0.04641062171039689,0.22808110651867808,0.9268214480590417,0.7462883739239409,0.17967717840785302,0.8068138691883974,0.8760076582531982,0.35334179601710913
0.4261606708295572,0.8352135889574518,0.9968092775517149,0.6768999843947872,0.5652963747304475,0.06294715400616868,0.01748209020086411,0.28659585102335805,0.08118384175894655,0.7396694451486718,0.02918446620724624,0.8136739664872609,0.2612340701449223,0.6972029107979892
0.1214549522682502,0.9991213161071578,0.5972794654605649,0.9155679934538151,0.8257601347160224,0.7838621418304095,5.366971527842601e-05,0.7345126030291786,0.9835426752445388,0.31994468709312684,0.9725879015880506,0.3839026004977246,0.2582521532412225,0.011517968535273204
0.249694195139067,0.849456100919259,0.8989177164894965,0.6344605761236041,0.7243916254358275,0.5499509999160649,0.03711447347021546,0.29621991105425416,0.8458688647012917,0.27391342687741826,0.2492417372154132,0.7941062094455729,0.6867594983605553,0.762854331658996
